bu_code,a_inw
BU04530300,1260
BU04530301,6450
BU04530302,19355
BU04530303,2160
BU04530400,9210
BU04530401,7710
BU04530402,14040
BU04530403,6880
BU04530404,5250
BU04530405,12640
BU04530406,14940
BU04530500,16005
BU04530501,2655
BU04530502,9185
BU04530503,12375
BU04530504,13090
BU04530505,6325
BU04530600,7315
BU04530601,6985
BU04530602,7810
BU04530603,8150
BU04530604,11450
BU04530605,10890
BU04530606,9500
BU04530607,11790
BU04530608,360
BU04530700,3760
BU04530701,3750
BU04530702,4590
BU04530703,1425
BU04530800,15675
BU04530801,11605
BU04530802,19580
BU04530803,16650
BU04530804,19800
BU04530805,22100
BU04530806,22110
BU04530807,26750
BU04530808,1650
BU04530900,650
BU04530901,3795
BU04730101,4350
BU04730102,4420
BU04730103,6105
BU04730104,750
BU04730105,5730
BU04730106,120
BU04730107,15
BU04730201,2480
BU04730202,1220
BU04730203,8910
BU04730204,1120
BU04730205,4590
BU04730206,7890
BU04730301,790
BU04730302,1280
BU04730403,45
BU04730404,120
BU04791110,7800
BU04791120,78120
BU04791130,88075
BU04791210,94655
BU04791310,58100
BU04791320,59455
BU04791410,93830
BU04791510,30420
BU04791520,14500
BU04791610,42595
BU04791620,3280
BU04792110,15340
BU04792120,1080
BU04792130,16445
BU04792140,39600
BU04792210,61490
BU04792220,12250
BU04792230,36540
BU04792310,69975
BU04792320,112645
BU04793110,49000
BU04793210,69575
BU04794110,24320
BU04794210,19200
BU04794220,24320
BU04795110,30200
BU04795120,75
BU04795130,54145
BU04795140,2100
BU04795150,2700
BU04795160,2520
BU04796110,9850
BU04796120,10525
BU04796130,10200
BU04796140,5100
BU04796210,15100
BU04796220,13420
BU04796230,1960
BU04796240,9020
BU04797110,14250
BU04797120,55620
BU04797130,1170
BU04797210,33780
BU04797220,6500
BU04797230,49200
BU04798110,4760
BU04798120,21070
BU04798130,8040
BU04798140,24700
BU04798150,855
BU04820101,6860
BU04820102,4585
BU04820103,12680
BU04820104,3675
BU04820105,8190
BU04820201,6250
BU04820202,12250
BU04820203,4300
BU04820204,80
BU04820205,9250
BU04820206,6050
BU04820301,8280
BU04820302,3920
BU04820303,6825
BU04820304,5390
BU04820305,6300
BU04820306,11165
BU04820307,11725
BU04820401,10280
BU04820402,12920
BU04820403,2670
BU04820404,4080
BU04820501,870
BU04820503,100
BU04820601,55
BU04820602,400
BU04820603,275
BU04820604,520
BU04840101,1170
BU04840102,440
BU04840103,8995
BU04840104,3430
BU04840105,11720
BU04840106,11585
BU04840107,385
BU04840108,18235
BU04840109,3175
BU04840110,3825
BU04840111,840
BU04840201,575
BU04840202,8715
BU04840203,7750
BU04840204,8250
BU04840205,4800
BU04840206,7260
BU04840207,4520
BU04840208,4905
BU04840209,840
BU04840210,5235
BU04840211,5475
BU04840301,5020
BU04840302,6705
BU04840303,2180
BU04840304,1730
BU04840305,7640
BU04840306,5430
BU04840307,75
BU04840401,2370
BU04840402,2500
BU04840403,7620
BU04840404,6060
BU04840405,3440
BU04840501,7740
BU04840502,3020
BU04840503,2610
BU04840504,3870
BU04840505,4485
BU04840506,20
BU04840601,5355
BU04840602,7305
BU04840603,5640
BU04840604,6585
BU04840605,10
BU04840701,2385
BU04840702,170
BU04840801,120
BU04840802,5805
BU04840803,7980
BU04840804,7700
BU04840805,3855
BU04840806,6120
BU04840807,12550
BU04840808,4100
BU04840809,11060
BU04840810,5220
BU04840811,3675
BU04840812,10
BU04840813,90
BU04840901,140
BU04843101,3605
BU04843102,7120
BU04843103,14035
BU04843104,1440
BU04844501,1925
BU04844502,280
BU04844503,1530
BU04844504,1200
BU04847001,1120
BU04847002,240
BU04847003,810
BU04847004,2400
BU04847005,6075
BU04847006,2160
BU04847007,580
BU04847008,3880
BU04847009,7380
BU04847010,3675
BU04847011,11625
BU04847012,7200
BU04847013,3720
BU04847014,1610
BU04847101,4120
BU04847102,1780
BU04847103,1520
BU04849101,10350
BU04849102,5040
BU04849103,6225
BU04849104,12985
BU04849105,5425
BU04849401,6480
BU04849402,8880
BU04849403,18320
BU04849404,11840
BU04849601,4600
BU04849602,15930
BU04849603,15975
BU04849604,960
BU04890101,3420
BU04890102,3395
BU04890103,4080
BU04890204,4080
BU04890205,3930
BU04890206,5070
BU04890207,4050
BU04890308,6420
BU04890409,7525
BU04890410,3750
BU04890511,8330
BU04890512,10780
BU04890513,5820
BU04890614,8600
BU04890715,12720
BU04890816,9960
BU04890817,6360
BU04890918,6690
BU04890919,7140
BU04890920,4800
BU04890921,2760
BU04890922,6525
BU04891023,3360
BU04891124,7225
BU04891225,2055
BU04891226,1500
BU04891227,2060
BU04891328,4425
BU04891429,6510
BU04891430,5180
BU04891431,11225
BU04891432,5980
BU04891533,9000
BU04891634,6520
BU04891735,3160
BU04891836,5800
BU04891937,5950
BU04892039,16425
BU04893050,125
BU04893051,15
BU04893053,90
BU04893054,960
BU04893160,160
BU04893161,325
BU04893162,900
BU04893163,2940
BU04893164,11700
BU04895072,385
BU04895084,120
BU04980000,145
BU04980003,945
BU04980004,1525
BU04980006,1690
BU04980101,190
BU04980200,1565
BU04980301,1215
BU04980308,120
BU04980309,130
BU04980400,1320
BU04980401,190
BU04980500,1720
BU05020111,3165
BU05020112,45
BU05020113,2880
BU05020114,480
BU05020115,2410
BU05020116,1515
BU05020117,3110
BU05020118,1605
BU05020119,7155
BU05020223,1950
BU05020224,5670
BU05020225,3615
BU05020226,2535
BU05020227,3855
BU05020228,1510
BU05020229,3135
BU05020332,6300
BU05020333,3225
BU05020334,3210
BU05020335,3930
BU05020336,2130
BU05020337,720
BU05020338,5235
BU05020441,2715
BU05020442,4180
BU05020443,11130
BU05020444,900
BU05020445,4450
BU05020446,7800
BU05020448,7050
BU05020449,4500
BU05020551,6440
BU05020552,5000
BU05020553,2000
BU05020554,1940
BU05020555,1620
BU05020556,6500
BU05020557,4230
BU05020621,615
BU05020622,555
BU05020631,640
BU05020658,120
BU05020659,390
BU05020661,4220
BU05020662,7100
BU05020663,3990
BU05020664,2580
BU05020665,2295
BU05020770,7350
BU05020771,8610
BU05020772,7945
BU05020773,17320
BU05020774,3960
BU05020775,8295
BU05020776,9660
BU05020777,12420
BU05020778,9765
BU05020779,12360
BU05020880,280
BU05020881,2295
BU05020885,45
BU05020886,6885
BU05020887,9630
BU05020888,5310
BU05020889,4340
BU05031101,3030
BU05031102,9900
BU05031103,9140
BU05031104,10200
BU05031105,3280
BU05031106,6120
BU05031107,4540
BU05031108,3000
BU05031109,2895
BU05031200,310
BU05031201,1720
BU05031202,6825
BU05031203,3125
BU05031204,6540
BU05031205,2490
BU05031206,5260
BU05031207,8320
BU05031208,260
BU05031301,4580
BU05031302,5225
BU05031303,9860
BU05031304,2610
BU05031305,17650
BU05031306,10620
BU05031307,14500
BU05031400,4740
BU05031401,5190
BU05031402,3240
BU05031403,4110
BU05031404,7410
BU05031405,7290
BU05031406,11420
BU05031407,7450
BU05031600,40
BU05031602,200
BU05031603,80
BU05031604,40
BU05032200,600
BU05032201,14360
BU05032202,15750
BU05032203,14880
BU05032204,22950
BU05032300,405
BU05032301,9000
BU05032302,7875
BU05032303,17955
BU05032304,11790
BU05032305,6390
BU05032400,6540
BU05032401,11220
BU05032402,2200
BU05032403,8325
BU05032404,7280
BU05032405,24465
BU05032406,19160
BU05032407,12040
BU05032408,240
BU05032500,2525
BU05032501,23220
BU05032502,4150
BU05032503,10675
BU05032504,6545
BU05032505,4400
BU05032506,4620
BU05032507,15155
BU05032508,12560
BU05032509,6120
BU05032510,30
BU05032600,280
BU05032700,7100
BU05032702,40
BU05032703,90
BU05032704,225
BU05032800,7975
BU05032801,3390
BU05032802,8880
BU05032803,8225
BU05032804,315
BU05032805,13550
BU05032806,10325
BU05032807,30
BU05032808,720
BU05032809,3200
BU05032810,7000
BU05032900,1800
BU05032901,405
BU05032902,720
BU05050100,3220
BU05050101,3260
BU05050102,2300
BU05050103,1840
BU05050104,585
BU05050105,880
BU05050106,3480
BU05050107,2240
BU05050108,4240
BU05050109,1520
BU05050110,4800
BU05050111,2235
BU05050112,2300
BU05050113,1980
BU05050114,3180
BU05050200,9240
BU05050201,3380
BU05050202,5100
BU05050203,3240
BU05050204,2160
BU05050205,5220
BU05050206,2550
BU05050300,1175
BU05050301,10400
BU05050302,2610
BU05050303,6420
BU05050304,7020
BU05050305,7720
BU05050306,6860
BU05050307,3220
BU05050400,6960
BU05050401,3520
BU05050402,1665
BU05050403,2370
BU05050404,1425
BU05050405,1170
BU05050406,180
BU05050500,1755
BU05050501,3105
BU05050502,3105
BU05050503,4095
BU05050504,2880
BU05050505,6840
BU05050506,1695
BU05050507,4110
BU05050508,2940
BU05050509,4660
BU05050510,240
BU05050600,645
BU05050601,1890
BU05050602,1260
BU05050603,1400
BU05050604,2380
BU05050605,3530
BU05050606,45
BU05050608,270
BU05050700,3100
BU05050701,5420
BU05050702,3460
BU05050703,2340
BU05050704,5080
BU05050705,2560
BU05050707,3000
BU05050708,180
BU05050800,20720
BU05050801,11000
BU05050802,5575
BU05050900,7250
BU05050901,16380
BU05050902,8220
BU05050903,4960
BU05050904,6320
BU05050905,4920
BU05050906,7460
BU05050907,9050
BU05050908,11300
BU05050909,12460
BU05050910,3080
BU05051000,45
BU05051001,870
BU05051002,1515
BU05051003,45
BU05051004,285
BU05051005,75
BU05051006,20500
BU05051007,20420
BU05051009,100
BU05051010,1620
BU05051011,3735
BU05051012,135
BU05051013,255
BU05051100,4515
BU05051101,6795
BU05051102,3270
BU05051103,2985
BU05051104,10
BU05051105,2685
BU05051106,1660
BU05051107,1560
BU05051108,1690
BU05051109,3215
BU05051110,1720
BU05051111,1740
BU05051900,340
BU05051903,50
BU05051905,40
BU05051909,720
BU05051910,20
BU05051911,15
BU05051912,75
BU05051914,30
BU05051915,2100
BU05051916,20
BU05051917,30
BU05051918,30
BU05051919,15
BU05059800,45
BU05059804,2370
BU05059805,315
BU05120101,4120
BU05120102,7660
BU05120200,3530
BU05120300,6090
BU05120403,3925
BU05120404,4750
BU05120500,3210
BU05120600,10460
BU05120700,570
BU05120800,50
BU05121000,165
BU05121105,6240
BU05121106,7890
BU05121107,5240
BU05121108,1580
BU05121200,1740
BU05121300,6420
BU05121409,120
BU05121410,5
BU05121500,120
BU05121600,120
BU05121700,20
BU05121800,400
BU05121900,20
BU05122000,20
BU05122100,45
BU05130100,1475
BU05130101,1550
BU05130102,1285
BU05130103,4310
BU05130104,4210
BU05130105,40
BU05130200,11880
BU05130201,2835
BU05130202,530
BU05130203,120
BU05130204,550
BU05130300,4500
BU05130301,10905
BU05130302,6495
BU05130303,210
BU05130304,3500
BU05130305,2250
BU05130400,6180
BU05130401,3810
BU05130402,5535
BU05130403,8640
BU05130404,4485
BU05130405,380
BU05130406,2400
BU05130407,3030
BU05130500,10680
BU05130501,840
BU05130502,1130
BU05130503,940
BU05130504,6735
BU05130505,2210
BU05130509,50
BU05130600,3050
BU05130601,2520
BU05130602,435
BU05130603,2575
BU05130604,4070
BU05130700,2770
BU05130701,12240
BU05130702,9270
BU05130703,2505
BU05130704,5160
BU05130705,1320
BU05130800,700
BU05130809,270
BU05130900,180
BU05130901,40
BU05130902,1300
BU05130903,3060
BU05130904,6800
BU05130909,320
BU05180271,16740
BU05180373,3225
BU05180374,3555
BU05180448,4950
BU05180475,11650
BU05180476,10400
BU05180477,12270
BU05180478,7880
BU05180479,7320
BU05180546,12570
BU05180605,1690
BU05180701,5970
BU05180702,13245
BU05180703,5660
BU05180704,8080
BU05180772,3480
BU05180800,11620
BU05180907,21230
BU05180908,9020
BU05181041,2115
BU05181142,5720
BU05181143,11990
BU05181250,6825
BU05181251,6550
BU05181252,12120
BU05181309,11030
BU05181481,1140
BU05181492,13575
BU05181590,5240
BU05181591,5190
BU05181697,36040
BU05181785,300
BU05181786,12735
BU05181795,15135
BU05181806,6120
BU05181840,22305
BU05181882,3385
BU05181893,5520
BU05181894,9375
BU05181953,7275
BU05181983,2625
BU05182054,6870
BU05182055,22940
BU05182110,13160
BU05182144,15530
BU05182245,25370
BU05182347,5310
BU05182449,1860
BU05182561,37450
BU05182567,16860
BU05182568,4800
BU05182569,46900
BU05182664,21120
BU05182665,19660
BU05182666,46675
BU05182718,16250
BU05182762,2730
BU05182763,11445
BU05182811,23370
BU05182812,7980
BU05182813,11010
BU05182814,7495
BU05182915,28700
BU05182916,19350
BU05182917,14110
BU05183032,3935
BU05183033,5055
BU05183034,7305
BU05183131,4625
BU05183135,8340
BU05183284,16735
BU05183387,17170
BU05183399,3690
BU05183620,6260
BU05183638,14230
BU05183639,4740
BU05183721,14850
BU05183819,15810
BU05183822,21150
BU05183823,13020
BU05183824,24630
BU05183825,34815
BU05183826,16840
BU05183960,5080
BU05184106,370
BU05184110,695
BU05184208,3920
BU05184211,1800
BU05184212,7135
BU05184213,11010
BU05184214,9420
BU05184215,11420
BU05184316,210
BU05184317,80
BU05184418,10720
BU05184419,12480
BU05184420,33360
BU05184421,5510
BU05230101,1110
BU05230102,10000
BU05230103,3705
BU05230104,20
BU05230105,690
BU05230106,190
BU05230107,370
BU05230108,830
BU05230201,120
BU05230202,9045
BU05230301,1840
BU05230302,1240
BU05230303,745
BU05230305,505
BU05230306,680
BU05230307,50
BU05230309,20
BU05230310,20
BU05230401,10575
BU05230402,4640
BU05230403,3900
BU05230404,75
BU05230405,340
BU05310101,14595
BU05310102,13120
BU05310103,10035
BU05310201,7950
BU05310202,7530
BU05310203,2590
BU05310204,240
BU05310301,23010
BU05310302,14010
BU05310400,1000
BU05310501,870
BU05310502,80
BU05320101,120
BU05320102,50
BU05320103,110
BU05320201,2165
BU05320202,2650
BU05320203,1435
BU05320204,465
BU05320205,1115
BU05320206,470
BU05320207,2325
BU05320208,125
BU05320209,770
BU05320210,1460
BU05320301,90
BU05320302,370
BU05320304,3290
BU05320305,620
BU05320306,1920
BU05320307,470
BU05320308,1880
BU05320309,20
BU05320310,2725
BU05320311,870
BU05320312,30
BU05340101,7950
BU05340102,10590
BU05340103,7280
BU05340104,1080
BU05340105,7400
BU05340201,2065
BU05340202,595
BU05340203,6840
BU05340204,10710
BU05340205,5535
BU05340206,8925
BU05340301,3680
BU05340302,5875
BU05340303,5400
BU05340304,10920
BU05340305,6200
BU05340306,6030
BU05340401,10920
BU05340402,10675
BU05340501,30
BU05340503,9765
BU05370101,1890
BU05370105,1235
BU05370106,2785
BU05370301,2805
BU05370302,730
BU05370303,2265
BU05370305,1490
BU05370306,3120
BU05370501,10
BU05370502,3470
BU05370504,1125
BU05370506,1180
BU05370507,5250
BU05370508,2070
BU05370510,1695
BU05370601,5
BU05370602,200
BU05370604,1215
BU05370700,1720
BU05370701,2735
BU05370703,2730
BU05370704,1680
BU05370706,2485
BU05370707,1565
BU05370708,240
BU05370800,1770
BU05370801,1845
BU05370802,2520
BU05370808,260
BU05370809,150
BU05420000,6945
BU05420001,14450
BU05420002,26100
BU05420003,28245
BU05420004,56960
BU05420005,11475
BU05460000,11320
BU05460001,5445
BU05460002,4280
BU05460003,11380
BU05460100,2230
BU05460101,5560
BU05460102,3390
BU05460103,6840
BU05460104,815
BU05460105,3450
BU05460106,1150
BU05460107,5400
BU05460108,1050
BU05460109,4430
BU05460200,2615
BU05460300,6600
BU05460301,11390
BU05460302,6215
BU05460400,12870
BU05460401,11600
BU05460402,6475
BU05460403,9850
BU05460404,15025
BU05460405,18625
BU05460406,22525
BU05460407,45
BU05460408,17670
BU05460409,4160
BU05460500,9680
BU05460501,5415
BU05460502,16625
BU05460503,24535
BU05460504,24180
BU05460505,4070
BU05460506,26425
BU05460507,14280
BU05460600,2030
BU05460601,4420
BU05460602,20120
BU05460700,1905
BU05460701,1910
BU05460702,900
BU05460703,1345
BU05460704,40
BU05460800,4385
BU05460801,2450
BU05460802,2400
BU05460803,1040
BU05460804,955
BU05460805,2855
BU05460900,11910
BU05460901,17010
BU05460902,8610
BU05460903,31885
BU05470000,12180
BU05470001,7070
BU05470002,895
BU05470003,4160
BU05470004,195
BU05470005,2155
BU05470006,1400
BU05470007,2790
BU05470008,5760
BU05470009,990
BU05470010,60
BU05470100,8650
BU05470101,4275
BU05470102,2100
BU05470103,2310
BU05470200,35
BU05470201,1990
BU05470202,3220
BU05470203,4930
BU05470204,390
BU05530101,570
BU05530102,5480
BU05530103,6340
BU05530104,5760
BU05530105,4815
BU05530201,4530
BU05530202,4320
BU05530203,4410
BU05530204,2055
BU05530205,5940
BU05530301,195
BU05530302,5220
BU05530303,4065
BU05530304,5460
BU05530305,195
BU05530306,4440
BU05530307,3510
BU05530401,210
BU05530402,2175
BU05530403,390
BU05530404,265
BU05530405,1650
BU05560101,8445
BU05560201,8130
BU05560202,2580
BU05560203,6300
BU05560301,6640
BU05560302,3280
BU05560303,3465
BU05560401,4065
BU05560402,6135
BU05560403,5295
BU05560404,6525
BU05560405,270
BU05560501,11130
BU05560502,9345
BU05560601,4350
BU05560602,5400
BU05560701,250
BU05560702,30
BU05560801,4305
BU05690000,5085
BU05690001,3260
BU05690002,430
BU05690003,13690
BU05690004,435
BU05690005,2475
BU05690006,1950
BU05690008,1950
BU05690009,805
BU05690100,4125
BU05690101,7040
BU05690104,870
BU05690108,2415
BU05690109,1380
BU05690200,6900
BU05690201,195
BU05690202,780
BU05690203,480
BU05690209,375
BU05690300,3620
BU05690301,2020
BU05690302,3540
BU05690303,2025
BU05690305,15720
BU05690306,3720
BU05690309,140
BU05750000,2780
BU05750001,2460
BU05750002,2520
BU05750003,1695
BU05750004,7360
BU05750005,4560
BU05750006,3080
BU05750007,4960
BU05750100,3180
BU05750101,2490
BU05750102,465
BU05750103,3860
BU05750104,3015
BU05750105,5550
BU05750106,4530
BU05750107,6135
BU05750108,4890
BU05750109,1440
BU05750110,3225
BU05750111,4980
BU05750112,2220
BU05750113,7860
BU05750200,555
BU05750201,50
BU05750203,520
BU05750204,2580
BU05750205,1540
BU05750300,4650
BU05750301,1660
BU05750302,1650
BU05750303,2080
BU05750304,3420
BU05750305,3760
BU05750306,6240
BU05750307,4940
BU05750308,1790
BU05750309,4070
BU05750310,560
BU05750400,90
BU05750401,3670
BU05750402,1180
BU05750500,11550
BU05750501,2175
BU05790101,565
BU05790102,4475
BU05790201,1510
BU05790501,3195
BU05790502,705
BU05890101,1740
BU05890102,870
BU05890201,4710
BU05890202,5235
BU05890203,2660
BU05890204,3040
BU05890205,930
BU05890206,60
BU05890207,15
BU05890208,240
BU05890209,60
BU05890210,435
BU05890211,825
BU05890212,660
BU05890213,550
BU05890301,450
BU05890302,705
BU05890401,3140
BU05900101,2295
BU05900102,8145
BU05900103,6195
BU05900104,1065
BU05900105,4320
BU05900106,3750
BU05900107,2910
BU05900201,6465
BU05900202,2380
BU05900301,4830
BU05900302,6045
BU05900303,2415
BU05900304,475
BU05900401,3680
BU05900402,570
BU05900501,3590
BU05900502,4360
BU05900503,5340
BU05900601,2400
BU05900602,50
BU05900702,3530
BU05900703,3650
BU05900705,440
BU05970100,43875
BU05970200,31725
BU05970300,55440
BU05970400,64240
BU05970500,31455
BU05970600,84690
BU05970700,47670
BU05970800,19320
BU05970900,2660
BU05971000,1400
BU05971200,120
BU05990110,58200
BU05990111,38900
BU05990112,19980
BU05990113,4300
BU05990118,6280
BU05990119,4760
BU05990320,22140
BU05990321,29240
BU05990322,22095
BU05990323,29895
BU05990324,39050
BU05990325,47840
BU05990327,21525
BU05990328,1785
BU05990329,17145
BU05990451,16120
BU05990452,490
BU05990454,3685
BU05990455,21250
BU05990456,13320
BU05990457,1875
BU05990515,16220
BU05990516,19100
BU05990531,33140
BU05990532,31470
BU05990534,53620
BU05990535,87475
BU05990558,800
BU05990660,101580
BU05990661,57820
BU05990662,31420
BU05990664,20310
BU05990665,49590
BU05990814,16840
BU05990836,22320
BU05990837,24180
BU05990841,31660
BU05990842,8510
BU05990843,450
BU05990847,5880
BU05991017,2805
BU05991079,8615
BU05991080,45645
BU05991081,28090
BU05991082,24610
BU05991085,13370
BU05991086,15350
BU05991087,7795
BU05991088,6910
BU05991283,12240
BU05991284,58900
BU05991289,117060
BU05991290,47260
BU05991391,29640
BU05991444,8165
BU05991446,1620
BU05991448,29235
BU05991449,45060
BU05991463,208160
BU05991466,175615
BU05991467,63300
BU05991468,131550
BU05991570,1330
BU05991571,25000
BU05991572,11880
BU05991573,41685
BU05991574,14070
BU05991575,2240
BU05991576,2730
BU05991577,25540
BU05991578,1530
BU05991593,7260
BU05991692,63525
BU05991699,115900
BU05991926,3720
BU05992194,45
BU05992196,100
BU05992198,105
BU05992459,20
BU05992704,12460
BU06030111,4350
BU06030112,5010
BU06030221,2685
BU06030222,12260
BU06030223,1545
BU06030224,11265
BU06030225,1840
BU06030391,280
BU06030392,440
BU06030431,300
BU06030432,3465
BU06030434,11715
BU06030581,3900
BU06030633,4785
BU06030641,20
BU06030642,7980
BU06030643,4540
BU06030771,8730
BU06030851,455
BU06030852,3755
BU06030853,795
BU06030854,3210
BU06030961,14610
BU06030962,850
BU06030963,1750
BU06031064,12690
BU06031082,60
BU06031083,2475
BU06031084,4935
BU06031193,40
BU06031194,5820
BU06060001,6540
BU06060002,2500
BU06060003,2220
BU06060004,3820
BU06060101,570
BU06060102,3030
BU06060103,4200
BU06060104,1920
BU06060105,4060
BU06060106,6480
BU06060107,4920
BU06060108,2445
BU06060109,5685
BU06060202,40
BU06060203,210
BU06060301,4130
BU06060302,7830
BU06060303,5025
BU06060304,4860
BU06060305,2490
BU06060306,5640
BU06060307,4680
BU06060308,1780
BU06060309,1470
BU06060401,7140
BU06060402,6700
BU06060403,10325
BU06060404,3625
BU06060501,2740
BU06060502,4365
BU06060503,2750
BU06060504,490
BU06060505,1580
BU06060506,10
BU06060601,1200
BU06060602,1690
BU06060603,3020
BU06060604,1920
BU06060605,2230
BU06060606,3810
BU06060607,3660
BU06060608,1980
BU06060609,2470
BU06060610,5350
BU06060701,1575
BU06060702,895
BU06060703,4970
BU06060704,3555
BU06060705,4240
BU06060706,2600
BU06060801,60
BU06060901,4200
BU06060902,3210
BU06060903,6240
BU06060904,2970
BU06061001,2400
BU06061002,4460
BU06061003,3945
BU06061004,7560
BU06061005,7060
BU06061006,1780
BU06061007,1665
BU06061101,150
BU06061102,1140
BU06100201,1120
BU06100202,805
BU06100203,385
BU06100204,1235
BU06100205,30
BU06100206,230
BU06100207,2260
BU06100208,3660
BU06100209,1200
BU06100210,290
BU06100211,2035
BU06100301,5085
BU06100302,5490
BU06100303,3450
BU06100304,990
BU06100305,8440
BU06100306,1380
BU06100307,1100
BU06100401,50
BU06100403,80
BU06100404,195
BU06130101,9400
BU06130102,360
BU06130103,100
BU06130104,230
BU06130205,3960
BU06130207,140
BU06130308,4000
BU06130309,9400
BU06130310,7420
BU06130311,11575
BU06130312,5005
BU06130313,400
BU06130414,3110
BU06130415,2630
BU06130416,400
BU06130417,1780
BU06130418,3220
BU06130419,3705
BU06130420,290
BU06130521,40
BU06130522,460
BU06130623,4780
BU06130624,3250
BU06130625,520
BU06130626,13440
BU06220101,18500
BU06220102,27175
BU06220103,25600
BU06220104,40
BU06220201,14300
BU06220202,17500
BU06220203,16575
BU06220204,14225
BU06220205,270
BU06220301,15
BU06220302,10
BU06220305,100
BU06220306,500
BU06220307,6280
BU06220401,3240
BU06220402,25140
BU06220403,100
BU06220501,4330
BU06220502,3525
BU06220503,14415
BU06220504,13935
BU06220601,5340
BU06220602,2300
BU06220603,4410
BU06220604,5940
BU06220605,110
BU06220606,3165
BU06220701,14120
BU06220702,6700
BU06220703,4020
BU06220704,8880
BU06220705,780
BU06220706,6100
BU06220707,200
BU06220708,7825
BU06220801,180
BU06260001,45800
BU06260002,21160
BU06260004,9420
BU06260006,12680
BU06260007,26460
BU06260008,19005
BU06260009,1575
BU06260010,19980
BU06260011,4440
BU06260012,18080
BU06260013,8650
BU06270101,5425
BU06270102,5640
BU06270103,6240
BU06270104,5240
BU06270105,1020
BU06270106,10025
BU06270202,27125
BU06270203,10080
BU06270204,25375
BU06270205,2310
BU06270301,5220
BU06270302,6320
BU06270303,10775
BU06270304,3260
BU06270401,6180
BU06270402,8920
BU06270403,800
BU06270404,5175
BU06270405,90
BU06270406,75
BU06270407,2800
BU06270408,1130
BU06290000,5400
BU06290001,5960
BU06290002,7250
BU06290003,1175
BU06290004,2580
BU06290005,2700
BU06290006,4440
BU06290007,2725
BU06290008,120
BU06290009,240
BU06290100,9450
BU06290101,13875
BU06290102,11550
BU06290103,32655
BU06290104,11520
BU06290105,41080
BU06290106,2380
BU06290107,700
BU06290108,2340
BU06290109,2525
BU06290110,2800
BU06320101,11240
BU06320102,17520
BU06320103,1060
BU06320104,23200
BU06320105,5825
BU06320106,30550
BU06320201,560
BU06320202,10670
BU06320203,10860
BU06320204,525
BU06320301,1575
BU06320303,28750
BU06320304,275
BU06320305,15800
BU06320401,870
BU06320402,240
BU06320501,975
BU06320502,380
BU06320503,930
BU06320601,9880
BU06320602,13395
BU06320603,1000
BU06320604,2180
BU06320605,725
BU06320606,1960
BU06320701,10060
BU06320702,2150
BU06320703,4825
BU06320801,7340
BU06320802,2300
BU06370001,90360
BU06370002,60775
BU06370003,61740
BU06370004,108545
BU06370100,94800
BU06370101,87990
BU06370200,126420
BU06370201,121225
BU06370300,79310
BU06370301,90950
BU06370400,25640
BU06370401,46665
BU06370500,103220
BU06370501,253500
BU06370600,82610
BU06370601,158850
BU06370800,11250
BU06370801,1620
BU06370802,605
BU06370803,2240
BU06370902,270
BU06370903,720
BU06370904,420
BU06370905,900
BU06370906,140
BU06370907,65
BU06380001,11655
BU06380002,6700
BU06380003,9300
BU06380004,5750
BU06380005,9050
BU06380006,675
BU06380007,3690
BU06380101,1380
BU06380202,4000
BU06380303,3600
BU06380404,490
BU06380909,900
BU06381004,4200
BU06381005,35
BU06381006,6020
BU06381007,4740
BU06381010,60
BU06381011,160
BU06381012,3390
BU06381013,4800
BU06420101,2550
BU06420102,1080
BU06420104,1625
BU06420107,4520
BU06420108,5860
BU06420109,4280
BU06420110,2780
BU06420111,1785
BU06420112,5280
BU06420113,660
BU06420114,2520
BU06420115,1185
BU06420201,1180
BU06420202,390
BU06420203,2040
BU06420205,1005
BU06420206,3075
BU06420207,1650
BU06420208,2280
BU06420209,3840
BU06420301,70
BU06420303,4215
BU06420304,1720
BU06420305,830
BU06420306,10
BU06420307,780
BU06420308,400
BU06420310,1550
BU06420311,840
BU06420312,1010
BU06420313,1860
BU06420402,3720
BU06420403,3900
BU06420404,3120
BU06420405,1065
BU06420406,3105
BU06420407,915
BU06420408,2535
BU06420410,30
BU06420501,15
BU06420503,650
BU06420504,1530
BU06420505,1530
BU06420506,1575
BU06420507,1310
BU06420508,2310
BU06420509,1230
BU06420510,1300
BU06420511,1400
BU06420512,1180
BU06420513,540
BU06420514,1140
BU06420515,120
BU06420601,840
BU06420602,2475
BU06420603,1520
BU06420604,2730
BU06420605,1660
BU06420606,2100
BU06420607,1620
BU06420608,2550
BU06420609,1920
BU06420610,495
BU06420701,30
BU06420702,30
BU06420703,40
BU06420704,60
BU06420705,170
BU06420707,180
BU06420708,40
BU06420801,1000
BU06420802,5180
BU06420803,3760
BU06420804,3140
BU06420805,640
BU06420901,240
BU06420902,75
BU06420903,315
BU06420904,560
BU06420905,300
BU06420906,75
BU06540101,1350
BU06540102,510
BU06540201,5040
BU06540202,900
BU06540301,430
BU06540302,300
BU06540402,65
BU06540501,10150
BU06540601,630
BU06540602,75
BU06540701,690
BU06540702,295
BU06540801,4185
BU06540802,1290
BU06540901,4340
BU06540902,900
BU06541101,980
BU06541102,370
BU06541201,1790
BU06541202,900
BU06541302,185
BU06541401,350
BU06541402,160
BU06541501,6880
BU06541502,1450
BU06640101,2240
BU06640102,5755
BU06640103,4355
